transaction_id,date,amount,merchant,account_id
T164,2024-01-10 13:44:00,223.47,Starbucks,ACC_105
T140,2024-01-10 15:33:00,28.11,Lunch Place,ACC_102
T019,2024-01-10 16:02:00,180.14,Google Cloud,ACC_104
T189,2024-01-10 16:47:00,232.91,AWS,ACC_102
T094,2024-01-10 17:04:00,194.14,AWS,ACC_104
T012,2024-01-11 14:00:00,193.01,Google Cloud,ACC_105
T091,2024-01-11 17:57:00,152.93,Office Depot,ACC_102
T077,2024-01-11 18:42:00,57.11,Staples,ACC_103
T163,2024-01-12 12:00:00,53.5,Staples,ACC_101
T176,2024-01-12 13:04:00,43.77,Lunch Place,ACC_103
T169,2024-01-13 14:55:00,237.86,Google Cloud,ACC_101
T194,2024-01-13 16:23:00,120.03,AWS,ACC_103
T157,2024-01-13 16:37:00,67.39,Office Depot,ACC_104
T191,2024-01-13 17:39:00,191.29,Office Depot,ACC_105
T078,2024-01-14 09:57:00,8.26,Google Cloud,ACC_103
T171,2024-01-14 11:11:00,55.57,AWS,ACC_102
T014,2024-01-14 17:27:00,27.8,Google Cloud,ACC_103
T103,2024-01-15 10:39:00,57.79,Uber,ACC_105
T126,2024-01-15 13:24:00,218.32,Uber,ACC_104
T070,2024-01-15 14:32:00,249.34,Staples,ACC_103
T016,2024-01-15 15:05:00,157.3,Starbucks,ACC_103
T114,2024-01-15 15:11:00,150.85,AWS,ACC_100
T149,2024-01-16 14:56:00,119.59,Office Depot,ACC_103
T061,2024-01-16 15:53:00,31.36,AWS,ACC_100
T008,2024-01-17 09:57:00,249.42,AWS,ACC_100
T188,2024-01-17 12:56:00,34.69,Office Depot,ACC_103
T082,2024-01-17 15:59:00,81.16,AWS,ACC_102
T017,2024-01-18 08:49:00,129.98,Starbucks,ACC_102
T075,2024-01-18 11:35:00,23.03,Office Depot,ACC_105
T124,2024-01-18 12:14:00,77.28,Google Cloud,ACC_103
T033,2024-01-18 17:58:00,145.62,Uber,ACC_104
T069,2024-01-19 13:29:00,52.11,AWS,ACC_102
T095,2024-01-19 14:13:00,99.03,Lunch Place,ACC_104
T049,2024-01-20 14:33:00,23.03,AWS,ACC_101
T058,2024-01-20 17:01:00,131.59,Google Cloud,ACC_100
T135,2024-01-20 17:46:00,12.7,Staples,ACC_100
T147,2024-01-21 08:11:00,223.42,Uber,ACC_101
T172,2024-01-21 08:52:00,88.69,Google Cloud,ACC_105
T162,2024-01-21 15:01:00,104.86,Office Depot,ACC_104
T087,2024-01-21 18:23:00,87.72,AWS,ACC_100
T161,2024-01-23 09:42:00,83.67,Uber,ACC_104
T027,2024-01-23 17:14:00,125.69,AWS,ACC_103
T151,2024-01-24 12:34:00,114.56,Staples,ACC_105
T029,2024-01-25 10:23:00,49.28,Office Depot,ACC_103
T054,2024-01-25 10:34:00,11.71,Google Cloud,ACC_103
T023,2024-01-25 10:38:00,157.93,Starbucks,ACC_103
T204,2024-01-25 17:43:00,55.18,Google Cloud,ACC_103
T106,2024-01-26 09:13:00,44.24,Staples,ACC_105
T196,2024-01-26 10:41:00,167.39,Staples,ACC_102
T068,2024-01-26 13:20:00,46.7,Uber,ACC_101
T044,2024-01-27 11:20:00,245.21,Starbucks,ACC_100
T015,2024-01-27 16:46:00,9.53,Lunch Place,ACC_102
T138,2024-01-29 08:55:00,151.09,Uber,ACC_104
T119,2024-01-29 14:43:00,102.19,Google Cloud,ACC_104
T175,2024-01-30 13:02:00,114.66,AWS,ACC_105
T098,2024-01-30 15:13:00,79.02,Uber,ACC_100
T040,2024-01-30 15:14:00,11.3,Starbucks,ACC_100
T177,2024-01-30 17:38:00,70.56,Office Depot,ACC_101
T109,2024-01-30 18:09:00,118.53,Office Depot,ACC_102
T166,2024-01-30 18:38:00,18.78,Office Depot,ACC_104
T047,2024-01-31 11:48:00,145.08,Starbucks,ACC_101
T128,2024-02-01 11:29:00,124.45,AWS,ACC_105
T186,2024-02-01 15:17:00,113.92,Starbucks,ACC_103
T039,2024-02-02 10:36:00,131.86,Office Depot,ACC_101
T028,2024-02-02 14:10:00,50.62,Google Cloud,ACC_105
T159,2024-02-03 09:36:00,128.73,Staples,ACC_104
T013,2024-02-03 13:44:00,98.49,Google Cloud,ACC_104
T150,2024-02-04 09:20:00,176.64,Staples,ACC_103
T200,2024-02-04 09:48:00,219.93,AWS,ACC_103
T050,2024-02-04 12:56:00,179.42,Google Cloud,ACC_102
T167,2024-02-05 11:52:00,14.46,Starbucks,ACC_102
T037,2024-02-05 15:44:00,244.67,Staples,ACC_104
T187,2024-02-06 14:51:00,25.56,Starbucks,ACC_103
T197,2024-02-07 11:02:00,30.27,AWS,ACC_100
T180,2024-02-07 12:02:00,31.53,Lunch Place,ACC_103
T026,2024-02-07 12:48:00,131.17,Google Cloud,ACC_101
T018,2024-02-07 14:00:00,43.93,Uber,ACC_104
T074,2024-02-07 14:03:00,100.55,Staples,ACC_102
T038,2024-02-08 10:46:00,229.04,Google Cloud,ACC_104
T092,2024-02-08 17:10:00,68.57,Uber,ACC_102
T001,2024-02-15 09:15:00,8500.0,Apex_Holdings_LLC,ACC_100
T002,2024-02-15 09:30:00,8500.0,Apex_Holdings_LLC,ACC_101
T003,2024-02-15 10:45:00,8500.0,Apex_Holdings_LLC,ACC_102
T004,2024-02-15 11:20:00,8500.0,Apex_Holdings_LLC,ACC_103
T005,2024-02-15 13:10:00,8500.0,Apex_Holdings_LLC,ACC_104
T006,2024-02-15 14:05:00,8500.0,Apex_Holdings_LLC,ACC_105
