transaction_id,date,amount,merchant,account_id
T114,2024-03-30 15:12:00,207.34,Lunch Place,ACC_305
T183,2024-03-30 16:31:00,227.95,Uber,ACC_302
T064,2024-03-30 16:35:00,153.85,Lunch Place,ACC_301
T003,2024-03-31 08:23:00,167.02,Starbucks,ACC_301
T126,2024-03-31 10:42:00,399.32,Staples,ACC_302
T189,2024-04-01 11:54:00,166.77,Staples,ACC_303
T067,2024-04-01 11:59:00,167.04,Staples,ACC_303
T027,2024-04-02 09:40:00,54.67,Google Cloud,ACC_305
T148,2024-04-02 15:29:00,349.66,Uber,ACC_303
T146,2024-04-02 18:00:00,182.14,Staples,ACC_303
T178,2024-04-03 09:47:00,327.75,AWS,ACC_303
T192,2024-04-03 10:14:00,78.99,Office Depot,ACC_304
T050,2024-04-03 10:51:00,63.71,Google Cloud,ACC_305
T199,2024-04-03 16:50:00,368.55,Office Depot,ACC_304
T042,2024-04-04 09:16:00,391.54,Google Cloud,ACC_304
T140,2024-04-04 16:39:00,389.72,Google Cloud,ACC_301
T055,2024-04-04 17:38:00,22.23,Google Cloud,ACC_305
T128,2024-04-05 09:59:00,309.18,Lunch Place,ACC_301
T176,2024-04-05 10:54:00,153.1,Staples,ACC_303
T131,2024-04-05 14:16:00,77.85,Starbucks,ACC_302
T111,2024-04-05 17:56:00,285.65,Uber,ACC_305
T191,2024-04-05 18:59:00,172.9,Starbucks,ACC_304
T092,2024-04-06 08:14:00,20.48,Staples,ACC_303
T141,2024-04-06 11:31:00,42.27,Uber,ACC_301
T170,2024-04-06 14:26:00,226.87,Uber,ACC_302
T188,2024-04-06 18:01:00,15.0,Staples,ACC_305
T123,2024-04-07 09:32:00,289.95,Google Cloud,ACC_303
T016,2024-04-07 09:59:00,144.63,Google Cloud,ACC_304
T149,2024-04-07 12:37:00,56.42,Uber,ACC_302
T167,2024-04-07 12:53:00,362.82,Lunch Place,ACC_304
T013,2024-04-07 14:06:00,315.93,Google Cloud,ACC_304
T056,2024-04-07 17:20:00,365.3,Google Cloud,ACC_304
T162,2024-04-08 10:45:00,399.27,Uber,ACC_301
T106,2024-04-08 11:10:00,125.04,Uber,ACC_305
T002,2024-04-08 11:30:00,87.07,Office Depot,ACC_305
T006,2024-04-08 16:06:00,243.5,Staples,ACC_305
T124,2024-04-08 17:50:00,144.54,Lunch Place,ACC_301
T023,2024-04-08 18:16:00,322.63,AWS,ACC_304
T047,2024-04-08 18:18:00,389.81,Google Cloud,ACC_303
T197,2024-04-09 10:37:00,155.25,Lunch Place,ACC_303
T036,2024-04-09 15:12:00,367.22,Lunch Place,ACC_302
T185,2024-04-09 15:50:00,159.62,Staples,ACC_301
T300,2024-04-10 09:40:00,2499.0,Apex_Consulting_Partners,ACC_301
T301,2024-04-10 12:40:00,2499.0,Apex_Consulting_Partners,ACC_302
T081,2024-04-10 13:57:00,235.71,Starbucks,ACC_303
T302,2024-04-10 15:11:00,2499.0,Apex_Consulting_Partners,ACC_303
T303,2024-04-10 18:44:00,2499.0,Apex_Consulting_Partners,ACC_304
T304,2024-04-10 21:33:00,2499.0,Apex_Consulting_Partners,ACC_305
T305,2024-04-11 00:41:00,2499.0,Apex_Consulting_Partners,ACC_301
T306,2024-04-11 03:19:00,2499.0,Apex_Consulting_Partners,ACC_302
T307,2024-04-11 06:30:00,2499.0,Apex_Consulting_Partners,ACC_303
T138,2024-04-11 09:04:00,222.29,Uber,ACC_302
T308,2024-04-11 09:29:00,2499.0,Apex_Consulting_Partners,ACC_304
T309,2024-04-11 12:07:00,2499.0,Apex_Consulting_Partners,ACC_305
T310,2024-04-11 15:34:00,2499.0,Apex_Consulting_Partners,ACC_301
T086,2024-04-11 16:16:00,144.79,Google Cloud,ACC_301
T144,2024-04-11 18:11:00,170.65,Office Depot,ACC_304
T076,2024-04-11 18:23:00,330.94,Google Cloud,ACC_305
T311,2024-04-11 18:26:00,2499.0,Apex_Consulting_Partners,ACC_302
T312,2024-04-11 21:06:00,2499.0,Apex_Consulting_Partners,ACC_303
T313,2024-04-12 00:31:00,2499.0,Apex_Consulting_Partners,ACC_304
T314,2024-04-12 03:12:00,2499.0,Apex_Consulting_Partners,ACC_305
T315,2024-04-12 06:28:00,2499.0,Apex_Consulting_Partners,ACC_301
T316,2024-04-12 09:36:00,2499.0,Apex_Consulting_Partners,ACC_302
T317,2024-04-12 12:29:00,2499.0,Apex_Consulting_Partners,ACC_303
T318,2024-04-12 15:06:00,2499.0,Apex_Consulting_Partners,ACC_304
T319,2024-04-12 18:08:00,2499.0,Apex_Consulting_Partners,ACC_305
T096,2024-04-13 10:43:00,343.47,Google Cloud,ACC_302
T063,2024-04-13 11:46:00,180.57,Google Cloud,ACC_301
T043,2024-04-13 12:12:00,353.26,Office Depot,ACC_302
T091,2024-04-14 08:25:00,226.81,Uber,ACC_302
T001,2024-04-14 10:36:00,340.8,Google Cloud,ACC_303
T168,2024-04-14 12:03:00,14.35,Lunch Place,ACC_304
T039,2024-04-14 15:40:00,54.65,Google Cloud,ACC_302
T068,2024-04-14 16:55:00,152.72,Lunch Place,ACC_304
T009,2024-04-14 17:16:00,199.33,Google Cloud,ACC_305
T094,2024-04-15 09:16:00,77.31,Staples,ACC_301
T065,2024-04-15 10:45:00,394.77,AWS,ACC_305
T015,2024-04-15 12:24:00,341.79,Staples,ACC_305
T022,2024-04-15 13:39:00,249.54,Lunch Place,ACC_302
T107,2024-04-15 13:46:00,387.88,Office Depot,ACC_302
