transaction_id,date,amount,merchant,account_id
T023,2023-11-25 09:33:00,68.03,Starbucks,ACC_104
T100,2023-11-25 10:05:00,124.9,Google Cloud,ACC_100
T204,2023-11-25 17:02:00,16.46,Google Cloud,ACC_101
T112,2023-11-26 18:30:00,234.18,Staples,ACC_102
T091,2023-11-27 08:20:00,61.04,Starbucks,ACC_102
T152,2023-11-27 08:34:00,7.34,Google Cloud,ACC_104
T136,2023-11-27 14:48:00,68.63,Office Depot,ACC_102
T041,2023-11-27 15:36:00,125.31,AWS,ACC_104
T129,2023-11-27 17:29:00,222.37,Google Cloud,ACC_104
T066,2023-11-28 11:08:00,233.39,Starbucks,ACC_101
T044,2023-11-28 13:14:00,145.67,Lunch Place,ACC_104
T048,2023-11-28 13:43:00,192.31,Uber,ACC_102
T062,2023-11-28 16:17:00,44.32,Lunch Place,ACC_105
T200,2023-11-30 10:34:00,181.39,Staples,ACC_103
T052,2023-11-30 14:59:00,82.13,Staples,ACC_104
T056,2023-11-30 17:13:00,14.51,Office Depot,ACC_104
T166,2023-11-30 18:50:00,114.32,AWS,ACC_102
T014,2023-12-01 08:00:00,81.5,Office Depot,ACC_104
T126,2023-12-01 08:00:00,158.45,AWS,ACC_103
T196,2023-12-01 08:04:00,234.0,Staples,ACC_100
T005,2023-12-01 10:05:00,5000.0,Microsoft Azure,ACC_CORP_01
T028,2023-12-01 11:46:00,248.62,Google Cloud,ACC_100
T108,2023-12-01 13:16:00,146.93,AWS,ACC_100
T151,2023-12-01 15:15:00,124.56,Google Cloud,ACC_102
T049,2023-12-01 15:38:00,47.35,AWS,ACC_102
T150,2023-12-02 17:26:00,127.67,AWS,ACC_101
T181,2023-12-03 09:09:00,162.41,Lunch Place,ACC_102
T104,2023-12-03 14:11:00,229.75,Google Cloud,ACC_104
T090,2023-12-04 08:12:00,36.77,Lunch Place,ACC_104
T025,2023-12-04 12:09:00,242.89,Google Cloud,ACC_100
T117,2023-12-04 18:52:00,205.9,Google Cloud,ACC_103
T162,2023-12-05 09:23:00,243.88,Google Cloud,ACC_100
T160,2023-12-05 10:35:00,229.22,Lunch Place,ACC_100
T176,2023-12-05 12:25:00,221.02,Lunch Place,ACC_100
T079,2023-12-05 12:42:00,99.46,Lunch Place,ACC_105
T055,2023-12-05 15:17:00,39.23,Office Depot,ACC_102
T042,2023-12-05 16:03:00,248.44,Starbucks,ACC_105
T026,2023-12-05 17:22:00,7.79,Lunch Place,ACC_102
T132,2023-12-05 18:41:00,244.47,Staples,ACC_103
T024,2023-12-06 08:07:00,194.72,Staples,ACC_105
T118,2023-12-06 14:30:00,68.26,Lunch Place,ACC_100
T123,2023-12-07 09:34:00,97.95,Uber,ACC_103
T192,2023-12-07 10:17:00,113.76,Uber,ACC_103
T096,2023-12-07 10:29:00,226.05,Staples,ACC_101
T018,2023-12-07 14:06:00,174.97,Office Depot,ACC_104
T127,2023-12-08 13:14:00,165.45,Google Cloud,ACC_100
T033,2023-12-08 16:10:00,47.58,Starbucks,ACC_105
T185,2023-12-09 12:16:00,160.34,AWS,ACC_105
T199,2023-12-09 14:34:00,243.84,Office Depot,ACC_100
T109,2023-12-09 15:50:00,214.63,Office Depot,ACC_101
T040,2023-12-10 09:43:00,151.81,Google Cloud,ACC_100
T020,2023-12-10 10:08:00,7.73,Uber,ACC_100
T113,2023-12-10 12:49:00,7.12,Office Depot,ACC_105
T094,2023-12-10 14:05:00,82.27,Lunch Place,ACC_103
T021,2023-12-10 16:23:00,184.87,Lunch Place,ACC_102
T053,2023-12-10 16:47:00,227.59,Uber,ACC_105
T045,2023-12-11 10:37:00,205.57,Google Cloud,ACC_102
T161,2023-12-12 09:54:00,236.09,Staples,ACC_102
T064,2023-12-12 15:54:00,204.91,Staples,ACC_100
T103,2023-12-13 14:13:00,103.51,Starbucks,ACC_103
T193,2023-12-13 16:45:00,231.33,Uber,ACC_103
T206,2023-12-13 17:28:00,200.17,Starbucks,ACC_100
T175,2023-12-13 17:34:00,227.29,Lunch Place,ACC_105
T063,2023-12-14 11:25:00,109.08,Starbucks,ACC_100
T187,2023-12-14 15:59:00,237.17,Staples,ACC_100
T163,2023-12-15 11:14:00,121.35,Starbucks,ACC_105
T037,2023-12-15 17:58:00,63.13,AWS,ACC_100
T107,2023-12-17 11:57:00,241.33,Starbucks,ACC_102
T054,2023-12-17 12:27:00,240.46,AWS,ACC_104
T143,2023-12-17 14:56:00,83.61,Google Cloud,ACC_103
T016,2023-12-18 09:36:00,9.52,Starbucks,ACC_105
T099,2023-12-18 12:12:00,175.03,Uber,ACC_100
T205,2023-12-18 13:15:00,148.9,Staples,ACC_105
T077,2023-12-19 16:09:00,17.19,AWS,ACC_102
T105,2023-12-20 10:48:00,39.3,AWS,ACC_105
T173,2023-12-20 14:17:00,247.07,Uber,ACC_101
T183,2023-12-20 14:40:00,9.56,AWS,ACC_104
T180,2023-12-20 15:42:00,149.26,Starbucks,ACC_103
T031,2023-12-20 17:07:00,223.84,Starbucks,ACC_105
T195,2023-12-21 08:35:00,193.94,Lunch Place,ACC_100
T144,2023-12-21 11:16:00,75.75,Lunch Place,ACC_103
T165,2023-12-21 14:27:00,229.72,Office Depot,ACC_100
T121,2023-12-21 15:59:00,146.47,Office Depot,ACC_105
T093,2023-12-22 15:27:00,235.78,Office Depot,ACC_101
T154,2023-12-22 16:43:00,209.68,Staples,ACC_100
T110,2023-12-22 16:58:00,223.13,Office Depot,ACC_103
T137,2023-12-23 09:17:00,194.12,Office Depot,ACC_102
T141,2023-12-23 09:24:00,61.18,Lunch Place,ACC_100
T168,2023-12-23 09:40:00,240.51,Office Depot,ACC_105
T128,2023-12-23 12:21:00,13.73,Google Cloud,ACC_100
T145,2023-12-24 08:46:00,147.96,AWS,ACC_104
T178,2023-12-24 16:10:00,36.01,Staples,ACC_103
T098,2023-12-24 16:50:00,60.35,Google Cloud,ACC_100
T171,2023-12-25 09:02:00,113.92,Google Cloud,ACC_103
T071,2023-12-25 11:34:00,169.57,Google Cloud,ACC_102
T184,2023-12-25 15:42:00,84.56,Lunch Place,ACC_105
T010,2023-12-25 18:00:00,213.34,Uber,ACC_104
T070,2023-12-26 12:37:00,187.23,Google Cloud,ACC_103
T085,2023-12-29 08:59:00,79.58,AWS,ACC_101
T115,2023-12-29 12:10:00,44.27,Staples,ACC_104
T153,2023-12-29 18:43:00,41.24,Staples,ACC_104
T012,2023-12-30 08:13:00,185.42,Office Depot,ACC_105
T032,2023-12-30 12:24:00,211.18,AWS,ACC_102
T072,2023-12-30 13:36:00,175.7,Lunch Place,ACC_103
T198,2023-12-30 16:47:00,167.42,Uber,ACC_104
T035,2023-12-31 13:06:00,148.31,AWS,ACC_104
T051,2023-12-31 14:25:00,93.23,AWS,ACC_103
T082,2023-12-31 15:38:00,53.68,Staples,ACC_101
T189,2023-12-31 18:10:00,81.95,Starbucks,ACC_105
T060,2024-01-01 09:49:00,109.02,Starbucks,ACC_103
T007,2024-01-01 10:00:00,5000.0,Microsoft Azure,ACC_CORP_01
T188,2024-01-01 12:10:00,249.74,Uber,ACC_101
T059,2024-01-01 12:33:00,199.39,Office Depot,ACC_100
T089,2024-01-01 14:00:00,7.06,Google Cloud,ACC_101
T174,2024-01-02 08:03:00,220.58,Lunch Place,ACC_100
T194,2024-01-02 08:16:00,217.34,AWS,ACC_102
T084,2024-01-02 10:16:00,191.94,Staples,ACC_101
T097,2024-01-02 12:36:00,186.95,Google Cloud,ACC_103
T022,2024-01-02 16:35:00,140.03,AWS,ACC_102
T038,2024-01-03 09:58:00,109.66,Lunch Place,ACC_103
T017,2024-01-03 10:49:00,58.43,Office Depot,ACC_105
T148,2024-01-03 12:45:00,67.75,Uber,ACC_101
T120,2024-01-03 17:19:00,85.07,Uber,ACC_105
T076,2024-01-04 14:33:00,123.48,Uber,ACC_105
T186,2024-01-04 15:23:00,96.08,AWS,ACC_103
T149,2024-01-04 15:39:00,39.4,Staples,ACC_105
T167,2024-01-04 18:18:00,14.19,Google Cloud,ACC_100
T029,2024-01-05 10:42:00,48.21,Google Cloud,ACC_105
T201,2024-01-05 11:44:00,240.42,Google Cloud,ACC_103
T134,2024-01-05 13:05:00,101.61,Google Cloud,ACC_105
T009,2024-01-07 03:15:00,5000.0,Microsoft Azure,ACC_CORP_01
T013,2024-01-07 09:07:00,7.65,Google Cloud,ACC_103
T027,2024-01-07 11:57:00,117.52,Google Cloud,ACC_104
T061,2024-01-08 11:12:00,157.86,Staples,ACC_102
T111,2024-01-08 11:17:00,242.27,AWS,ACC_105
T019,2024-01-08 12:38:00,243.31,Office Depot,ACC_104
T172,2024-01-08 13:27:00,221.65,Office Depot,ACC_104
T092,2024-01-08 16:42:00,217.72,Google Cloud,ACC_104
T067,2024-01-09 10:50:00,244.54,Google Cloud,ACC_101
T203,2024-01-09 13:08:00,160.61,Lunch Place,ACC_105
T086,2024-01-09 13:25:00,92.3,Google Cloud,ACC_100
T073,2024-01-09 16:23:00,68.53,Office Depot,ACC_101
T207,2024-01-09 17:26:00,64.7,Lunch Place,ACC_102
T142,2024-01-10 15:00:00,210.93,Staples,ACC_105
T078,2024-01-10 17:02:00,176.01,AWS,ACC_105
