transaction_id,date,amount,merchant,account_id
T144,2024-01-08 17:26:00,99.62,Starbucks,ACC_205
T076,2024-01-09 08:42:00,53.53,Office Depot,ACC_204
T221,2024-01-09 09:58:00,24.67,Starbucks,ACC_200
T015,2024-01-09 12:51:00,265.62,Uber,ACC_204
T016,2024-01-09 18:51:00,245.55,AWS,ACC_204
T215,2024-01-10 08:30:00,8.6,Lunch Place,ACC_200
T102,2024-01-10 09:01:00,257.07,AWS,ACC_203
T069,2024-01-10 09:12:00,41.17,Lunch Place,ACC_205
T118,2024-01-10 09:59:00,146.46,Office Depot,ACC_201
T017,2024-01-10 10:09:00,193.46,Office Depot,ACC_204
T175,2024-01-10 11:01:00,76.16,Lunch Place,ACC_201
T138,2024-01-10 11:06:00,198.35,Office Depot,ACC_202
T096,2024-01-10 13:10:00,66.17,Starbucks,ACC_201
T227,2024-01-11 14:39:00,5.4,Lunch Place,ACC_200
T098,2024-01-11 18:06:00,152.52,Lunch Place,ACC_204
T171,2024-01-11 18:10:00,48.9,Office Depot,ACC_201
T232,2024-01-12 10:06:00,20.18,Lunch Place,ACC_200
T128,2024-01-12 11:10:00,123.53,Staples,ACC_204
T169,2024-01-12 17:54:00,54.78,Lunch Place,ACC_203
T046,2024-01-13 08:53:00,209.66,Lunch Place,ACC_202
T033,2024-01-13 15:20:00,261.22,Office Depot,ACC_201
T193,2024-01-13 17:00:00,254.4,Uber,ACC_203
T170,2024-01-13 18:09:00,19.59,Staples,ACC_202
T196,2024-01-13 18:41:00,184.25,Office Depot,ACC_202
T230,2024-01-14 10:02:00,24.6,Starbucks,ACC_200
T174,2024-01-14 11:37:00,159.85,Staples,ACC_203
T245,2024-01-14 12:05:00,18.31,Starbucks,ACC_200
T107,2024-01-14 15:20:00,283.91,Uber,ACC_203
T020,2024-01-14 17:32:00,286.03,Starbucks,ACC_201
T052,2024-01-15 08:50:00,23.5,Starbucks,ACC_203
T181,2024-01-15 09:05:00,42.69,Staples,ACC_204
T062,2024-01-15 09:49:00,19.66,Uber,ACC_205
T025,2024-01-15 17:42:00,234.98,Starbucks,ACC_203
T005,2024-01-15 18:12:00,181.47,Office Depot,ACC_203
T012,2024-01-16 08:01:00,17.88,Staples,ACC_204
T148,2024-01-16 08:48:00,239.03,Office Depot,ACC_202
T048,2024-01-16 10:46:00,26.76,Google Cloud,ACC_201
T043,2024-01-16 14:18:00,82.48,Starbucks,ACC_203
T104,2024-01-16 14:21:00,171.27,Starbucks,ACC_202
T037,2024-01-16 14:40:00,204.54,AWS,ACC_201
T006,2024-01-16 15:21:00,52.52,Google Cloud,ACC_202
T087,2024-01-16 17:03:00,233.89,Uber,ACC_204
T064,2024-01-16 17:29:00,96.78,Google Cloud,ACC_201
T045,2024-01-17 12:39:00,79.67,Google Cloud,ACC_202
T010,2024-01-17 16:26:00,277.25,Uber,ACC_203
T090,2024-01-18 08:48:00,34.06,Office Depot,ACC_201
T099,2024-01-18 18:58:00,59.73,Google Cloud,ACC_202
T088,2024-01-19 08:11:00,207.48,Lunch Place,ACC_203
T113,2024-01-19 08:49:00,95.89,Uber,ACC_204
T207,2024-01-19 13:13:00,8.02,Lunch Place,ACC_200
T091,2024-01-19 17:36:00,285.74,Lunch Place,ACC_203
T153,2024-01-20 08:19:00,125.26,Uber,ACC_202
T200,2024-01-20 08:57:00,6.69,Starbucks,ACC_200
T063,2024-01-20 14:32:00,115.21,Office Depot,ACC_205
T142,2024-01-20 16:24:00,128.18,Staples,ACC_202
T120,2024-01-20 18:55:00,192.97,Uber,ACC_203
T024,2024-01-21 11:08:00,126.22,Starbucks,ACC_204
T094,2024-01-21 16:35:00,256.55,Office Depot,ACC_203
T108,2024-01-21 17:09:00,239.33,Lunch Place,ACC_202
T072,2024-01-22 08:56:00,36.67,AWS,ACC_204
T121,2024-01-22 10:18:00,158.62,AWS,ACC_202
T203,2024-01-22 10:33:00,21.21,Lunch Place,ACC_200
T067,2024-01-22 18:55:00,222.01,AWS,ACC_205
T242,2024-01-23 08:36:00,22.02,Lunch Place,ACC_200
T192,2024-01-23 12:34:00,162.56,Lunch Place,ACC_205
T073,2024-01-23 14:50:00,39.5,Google Cloud,ACC_204
T123,2024-01-24 08:15:00,169.69,Google Cloud,ACC_205
T019,2024-01-24 10:32:00,187.68,Starbucks,ACC_205
T166,2024-01-24 11:08:00,158.67,Office Depot,ACC_204
T195,2024-01-24 12:26:00,104.33,Uber,ACC_205
T210,2024-01-24 14:58:00,21.16,Lunch Place,ACC_200
T152,2024-01-24 16:25:00,105.44,Starbucks,ACC_203
T129,2024-01-24 16:43:00,276.28,Starbucks,ACC_203
T042,2024-01-24 18:50:00,172.5,Office Depot,ACC_203
T226,2024-01-25 11:34:00,15.39,Lunch Place,ACC_200
T079,2024-01-25 12:54:00,86.09,AWS,ACC_203
T021,2024-01-25 12:54:00,72.97,Lunch Place,ACC_205
T055,2024-01-25 13:50:00,44.95,Office Depot,ACC_204
T163,2024-01-25 13:59:00,152.36,Uber,ACC_202
T189,2024-01-25 18:26:00,53.06,AWS,ACC_203
T165,2024-01-25 18:32:00,28.07,Lunch Place,ACC_204
T056,2024-01-26 08:58:00,81.91,Starbucks,ACC_204
T231,2024-01-26 10:10:00,12.69,Starbucks,ACC_200
T031,2024-01-26 15:49:00,205.37,Google Cloud,ACC_201
T208,2024-01-27 09:00:00,21.12,Lunch Place,ACC_200
T177,2024-01-27 11:51:00,160.48,Starbucks,ACC_202
T109,2024-01-27 12:15:00,272.55,Office Depot,ACC_204
T041,2024-01-27 13:43:00,86.2,Google Cloud,ACC_201
T143,2024-01-27 15:35:00,98.28,Google Cloud,ACC_202
T008,2024-01-27 17:10:00,32.92,Starbucks,ACC_202
T068,2024-01-27 18:29:00,242.13,Uber,ACC_201
T032,2024-01-27 18:46:00,82.78,Uber,ACC_205
T211,2024-01-28 08:10:00,12.21,Starbucks,ACC_200
T026,2024-01-28 08:28:00,184.43,Lunch Place,ACC_201
T220,2024-01-28 11:40:00,11.98,Lunch Place,ACC_200
T059,2024-01-28 12:43:00,198.59,Staples,ACC_201
T034,2024-01-28 15:55:00,150.93,Uber,ACC_203
T066,2024-01-28 16:24:00,254.03,Starbucks,ACC_201
T049,2024-01-28 17:43:00,48.74,AWS,ACC_201
T103,2024-01-28 18:39:00,123.1,Lunch Place,ACC_201
T209,2024-01-29 08:52:00,15.0,Starbucks,ACC_200
T130,2024-01-29 08:54:00,126.26,Starbucks,ACC_203
T036,2024-01-29 08:56:00,101.66,Lunch Place,ACC_204
T147,2024-01-29 11:05:00,225.61,AWS,ACC_203
T074,2024-01-29 11:08:00,21.86,Lunch Place,ACC_205
T119,2024-01-29 11:14:00,287.31,Staples,ACC_201
T014,2024-01-29 11:45:00,186.74,Staples,ACC_201
T050,2024-01-29 12:32:00,245.85,Office Depot,ACC_202
T237,2024-01-29 14:03:00,7.0,Lunch Place,ACC_200
T122,2024-01-29 16:13:00,296.69,Lunch Place,ACC_202
T085,2024-01-29 17:38:00,209.21,Starbucks,ACC_203
T013,2024-01-29 18:03:00,257.25,AWS,ACC_205
T081,2024-01-29 18:59:00,92.41,AWS,ACC_201
T212,2024-01-30 09:19:00,11.62,Lunch Place,ACC_200
T009,2024-01-30 16:51:00,91.68,Office Depot,ACC_201
T202,2024-01-31 08:56:00,6.32,Starbucks,ACC_200
T023,2024-01-31 13:45:00,41.74,AWS,ACC_204
T178,2024-01-31 17:01:00,80.18,Staples,ACC_205
T191,2024-01-31 18:10:00,31.19,Staples,ACC_204
T159,2024-02-01 08:11:00,28.88,Staples,ACC_201
T105,2024-02-01 08:53:00,205.89,Office Depot,ACC_203
T214,2024-02-01 09:18:00,7.38,Starbucks,ACC_200
T124,2024-02-01 09:56:00,189.44,Starbucks,ACC_202
T061,2024-02-01 11:21:00,211.94,Google Cloud,ACC_201
T127,2024-02-01 13:48:00,254.87,Uber,ACC_203
T229,2024-02-01 14:03:00,7.27,Starbucks,ACC_200
T053,2024-02-01 17:02:00,44.28,Uber,ACC_203
T224,2024-02-02 11:24:00,11.75,Lunch Place,ACC_200
T248,2024-02-02 11:32:00,19.2,Starbucks,ACC_200
T131,2024-02-02 13:57:00,15.11,Uber,ACC_202
T199,2024-02-02 15:30:00,146.94,Starbucks,ACC_204
T213,2024-02-03 09:07:00,7.22,Lunch Place,ACC_200
T219,2024-02-03 11:39:00,22.86,Lunch Place,ACC_200
T228,2024-02-03 12:34:00,18.11,Starbucks,ACC_200
T080,2024-02-03 15:30:00,227.27,Lunch Place,ACC_204
T115,2024-02-04 10:47:00,218.57,Office Depot,ACC_203
T225,2024-02-04 11:05:00,16.09,Starbucks,ACC_200
T126,2024-02-04 12:03:00,222.99,Staples,ACC_201
T233,2024-02-04 12:17:00,19.07,Starbucks,ACC_200
T190,2024-02-04 12:36:00,73.51,Uber,ACC_205
T022,2024-02-04 13:45:00,240.72,Lunch Place,ACC_205
T132,2024-02-04 15:18:00,158.43,Google Cloud,ACC_201
T082,2024-02-04 15:20:00,250.41,Google Cloud,ACC_202
T071,2024-02-04 17:58:00,291.93,Uber,ACC_202
T235,2024-02-05 11:07:00,9.79,Lunch Place,ACC_200
T035,2024-02-05 13:20:00,58.65,Google Cloud,ACC_203
T240,2024-02-06 08:28:00,11.41,Lunch Place,ACC_200
T158,2024-02-06 09:07:00,78.27,Lunch Place,ACC_204
T188,2024-02-06 09:32:00,205.5,Starbucks,ACC_204
T004,2024-02-06 10:58:00,92.58,Lunch Place,ACC_202
T204,2024-02-06 13:32:00,23.9,Starbucks,ACC_200
T241,2024-02-06 13:57:00,16.84,Starbucks,ACC_200
T194,2024-02-06 15:29:00,282.51,Google Cloud,ACC_205
T145,2024-02-06 15:50:00,134.59,Starbucks,ACC_204
T084,2024-02-06 15:55:00,218.79,AWS,ACC_205
T075,2024-02-07 08:02:00,132.16,Uber,ACC_204
T222,2024-02-07 12:35:00,7.27,Lunch Place,ACC_200
T135,2024-02-07 17:46:00,83.3,Lunch Place,ACC_205
T086,2024-02-07 18:35:00,156.13,Office Depot,ACC_205
T238,2024-02-08 10:03:00,23.93,Lunch Place,ACC_200
T092,2024-02-08 10:32:00,195.85,Starbucks,ACC_205
T002,2024-02-08 12:03:00,180.98,Starbucks,ACC_201
T137,2024-02-08 12:21:00,217.55,Staples,ACC_201
T149,2024-02-08 14:19:00,183.42,AWS,ACC_202
T141,2024-02-08 14:39:00,76.07,Starbucks,ACC_204
T125,2024-02-08 15:43:00,124.81,Uber,ACC_204
T133,2024-02-09 08:01:00,109.99,Office Depot,ACC_201
T246,2024-02-09 09:25:00,21.68,Starbucks,ACC_200
T065,2024-02-09 13:05:00,31.13,Google Cloud,ACC_202
T044,2024-02-09 13:23:00,55.99,AWS,ACC_205
T116,2024-02-09 13:40:00,68.91,Staples,ACC_203
T106,2024-02-09 14:25:00,194.37,Office Depot,ACC_204
T164,2024-02-09 14:36:00,233.35,Uber,ACC_202
T097,2024-02-09 15:14:00,88.85,Uber,ACC_202
T201,2024-02-10 09:02:00,24.37,Starbucks,ACC_200
T018,2024-02-10 09:28:00,30.14,Google Cloud,ACC_201
T247,2024-02-10 10:16:00,9.35,Starbucks,ACC_200
T051,2024-02-10 10:33:00,226.7,Uber,ACC_201
T244,2024-02-10 13:24:00,8.79,Lunch Place,ACC_200
T136,2024-02-10 14:07:00,267.18,Office Depot,ACC_205
T206,2024-02-11 08:11:00,8.85,Lunch Place,ACC_200
T111,2024-02-11 09:18:00,144.53,Office Depot,ACC_203
T093,2024-02-11 09:20:00,290.46,Starbucks,ACC_204
T183,2024-02-11 09:42:00,110.49,Google Cloud,ACC_203
T150,2024-02-11 11:09:00,281.32,Google Cloud,ACC_204
T003,2024-02-11 11:22:00,114.23,Lunch Place,ACC_202
T187,2024-02-11 12:02:00,60.81,Uber,ACC_205
T134,2024-02-11 15:34:00,248.43,Lunch Place,ACC_201
T028,2024-02-12 09:40:00,297.0,Office Depot,ACC_201
T146,2024-02-12 10:00:00,25.85,Starbucks,ACC_203
T114,2024-02-12 10:32:00,69.57,Lunch Place,ACC_203
T058,2024-02-12 11:52:00,206.79,Office Depot,ACC_205
T216,2024-02-12 13:18:00,19.09,Starbucks,ACC_200
T184,2024-02-12 17:06:00,286.28,Starbucks,ACC_201
T249,2024-02-13 08:01:00,13.7,Lunch Place,ACC_200
T047,2024-02-13 08:06:00,241.09,Uber,ACC_202
T029,2024-02-13 10:20:00,39.55,Office Depot,ACC_201
T151,2024-02-13 15:21:00,132.55,Staples,ACC_204
T027,2024-02-13 17:11:00,204.45,AWS,ACC_203
T001,2024-02-14 11:38:00,128.1,Office Depot,ACC_204
T223,2024-02-14 11:51:00,21.95,Lunch Place,ACC_200
T180,2024-02-14 14:59:00,10.37,Google Cloud,ACC_203
T173,2024-02-14 15:02:00,203.11,Office Depot,ACC_203
T156,2024-02-15 08:23:00,229.23,Google Cloud,ACC_203
T218,2024-02-15 09:50:00,19.54,Starbucks,ACC_200
T217,2024-02-15 12:42:00,23.35,Starbucks,ACC_200
T070,2024-02-15 12:56:00,164.94,Google Cloud,ACC_204
T078,2024-02-15 17:31:00,90.73,Lunch Place,ACC_205
T301,2024-02-18 03:15:00,14.99,Steam_Games,ACC_200
T302,2024-02-18 03:22:00,9.99,Discord_Nitro,ACC_200
T303,2024-02-18 03:45:00,12.5,VPN_Subscription,ACC_200
