transaction_id,date,amount,merchant,account_id
T042,2023-12-07 11:12:00,168.71,Starbucks,ACC_102
T091,2023-12-07 12:35:00,92.2,Office Depot,ACC_100
T094,2023-12-07 13:47:00,77.08,AWS,ACC_101
T098,2023-12-07 14:47:00,102.53,Starbucks,ACC_105
T049,2023-12-07 18:05:00,86.01,Google Cloud,ACC_102
T078,2023-12-08 09:50:00,177.84,AWS,ACC_101
T080,2023-12-08 10:49:00,109.13,Office Depot,ACC_104
T125,2023-12-08 11:11:00,86.22,Google Cloud,ACC_102
T168,2023-12-08 12:36:00,41.68,Staples,ACC_100
T053,2023-12-08 15:04:00,198.8,Staples,ACC_102
T194,2023-12-08 16:23:00,45.72,Google Cloud,ACC_105
T183,2023-12-08 16:43:00,95.8,Uber,ACC_100
T178,2023-12-09 08:06:00,243.99,Office Depot,ACC_105
T162,2023-12-09 08:49:00,7.71,Staples,ACC_100
T060,2023-12-09 08:52:00,176.1,Google Cloud,ACC_102
T046,2023-12-09 11:11:00,69.11,Staples,ACC_105
T185,2023-12-09 15:26:00,106.19,Office Depot,ACC_105
T069,2023-12-09 15:49:00,29.71,Google Cloud,ACC_102
T130,2023-12-09 15:52:00,220.96,Starbucks,ACC_101
T051,2023-12-09 16:08:00,238.39,Office Depot,ACC_104
T123,2023-12-09 18:31:00,204.69,Staples,ACC_104
T089,2023-12-10 08:45:00,81.96,Uber,ACC_101
T138,2023-12-10 09:23:00,200.29,Office Depot,ACC_103
T120,2023-12-10 13:11:00,61.71,AWS,ACC_105
T193,2023-12-10 14:38:00,88.96,Lunch Place,ACC_104
T175,2023-12-10 16:17:00,98.63,Uber,ACC_101
T197,2023-12-10 17:09:00,65.33,Starbucks,ACC_105
T132,2023-12-10 17:50:00,148.17,Office Depot,ACC_105
T055,2023-12-11 10:33:00,74.15,Staples,ACC_102
T113,2023-12-11 14:16:00,166.42,Google Cloud,ACC_101
T086,2023-12-11 17:35:00,202.23,Uber,ACC_100
T074,2023-12-11 18:38:00,52.0,Staples,ACC_104
T057,2023-12-12 09:00:00,79.2,Lunch Place,ACC_104
T019,2023-12-12 09:02:00,188.21,Starbucks,ACC_104
T190,2023-12-12 09:16:00,241.15,Staples,ACC_103
T151,2023-12-12 09:50:00,149.68,Starbucks,ACC_100
T083,2023-12-12 12:12:00,141.88,Office Depot,ACC_103
T112,2023-12-12 12:42:00,249.01,Staples,ACC_104
T109,2023-12-13 08:34:00,62.7,Office Depot,ACC_101
T027,2023-12-13 08:52:00,204.46,Office Depot,ACC_100
T129,2023-12-13 11:31:00,174.07,Lunch Place,ACC_104
T022,2023-12-13 14:17:00,130.35,Lunch Place,ACC_105
T092,2023-12-13 14:25:00,197.18,Starbucks,ACC_102
T090,2023-12-13 15:20:00,113.26,Staples,ACC_104
T030,2023-12-14 08:27:00,249.54,Uber,ACC_103
T169,2023-12-14 08:55:00,202.38,Lunch Place,ACC_104
T131,2023-12-14 09:28:00,36.19,Staples,ACC_105
T045,2023-12-14 09:32:00,233.06,Google Cloud,ACC_105
T150,2023-12-14 09:53:00,180.82,Google Cloud,ACC_102
T216,2023-12-14 11:27:00,191.36,Starbucks,ACC_104
T134,2023-12-14 13:48:00,186.93,Office Depot,ACC_103
T145,2023-12-14 14:04:00,39.69,Staples,ACC_104
T140,2023-12-14 16:39:00,10.16,Uber,ACC_102
T039,2023-12-14 17:31:00,203.08,Google Cloud,ACC_103
T031,2023-12-15 08:53:00,155.53,Staples,ACC_100
T085,2023-12-15 10:44:00,218.84,Staples,ACC_103
T084,2023-12-15 11:54:00,142.13,AWS,ACC_104
T210,2023-12-15 14:01:00,243.84,Google Cloud,ACC_103
T065,2023-12-15 17:31:00,53.94,Staples,ACC_102
T023,2023-12-15 17:43:00,247.08,Google Cloud,ACC_100
T032,2023-12-15 18:33:00,103.41,Lunch Place,ACC_104
T033,2023-12-16 08:22:00,159.94,Starbucks,ACC_101
T153,2023-12-16 09:07:00,48.3,AWS,ACC_100
T135,2023-12-16 09:11:00,103.86,Uber,ACC_100
T192,2023-12-16 09:28:00,79.12,Lunch Place,ACC_101
T182,2023-12-16 11:27:00,133.19,Uber,ACC_102
T099,2023-12-16 12:53:00,95.58,Staples,ACC_100
T079,2023-12-16 13:14:00,33.8,AWS,ACC_104
T063,2023-12-16 16:11:00,100.38,Starbucks,ACC_101
T017,2023-12-16 17:22:00,155.69,Uber,ACC_103
T119,2023-12-17 13:40:00,132.96,Office Depot,ACC_102
T141,2023-12-17 14:45:00,92.42,Lunch Place,ACC_104
T172,2023-12-17 15:34:00,75.56,Google Cloud,ACC_104
T179,2023-12-17 16:54:00,157.99,Staples,ACC_103
T159,2023-12-17 18:46:00,232.64,Google Cloud,ACC_101
T139,2023-12-18 08:30:00,47.13,AWS,ACC_101
T165,2023-12-18 11:21:00,106.84,Starbucks,ACC_102
T101,2023-12-18 16:42:00,158.28,Uber,ACC_105
T040,2023-12-18 18:04:00,88.49,Lunch Place,ACC_105
T195,2023-12-18 18:29:00,54.42,Starbucks,ACC_104
T205,2023-12-19 09:48:00,133.35,AWS,ACC_105
T100,2023-12-19 17:18:00,152.87,Lunch Place,ACC_101
T059,2023-12-19 17:34:00,13.17,Google Cloud,ACC_101
T021,2023-12-19 18:28:00,181.02,Staples,ACC_101
T207,2023-12-20 08:02:00,14.14,Staples,ACC_104
T163,2023-12-20 08:25:00,192.84,Staples,ACC_102
T171,2023-12-20 08:53:00,207.61,AWS,ACC_100
T025,2023-12-20 09:47:00,110.19,Office Depot,ACC_102
T018,2023-12-20 14:44:00,25.68,Office Depot,ACC_103
T191,2023-12-20 15:10:00,25.79,Staples,ACC_101
T200,2023-12-21 10:46:00,204.24,Staples,ACC_103
T142,2023-12-21 12:20:00,28.72,Google Cloud,ACC_104
T050,2023-12-21 14:37:00,196.64,Google Cloud,ACC_104
T184,2023-12-21 17:26:00,145.85,Lunch Place,ACC_101
T214,2023-12-22 08:01:00,243.56,Staples,ACC_105
T201,2023-12-22 08:27:00,243.45,Office Depot,ACC_101
T204,2023-12-22 08:41:00,175.88,Staples,ACC_105
T177,2023-12-22 14:39:00,233.73,Office Depot,ACC_100
T118,2023-12-22 16:53:00,247.13,AWS,ACC_104
T081,2023-12-22 17:35:00,113.65,Office Depot,ACC_102
T157,2023-12-23 11:49:00,14.87,Lunch Place,ACC_100
T110,2023-12-23 13:07:00,176.29,Staples,ACC_105
T067,2023-12-23 15:27:00,157.35,Uber,ACC_101
T058,2023-12-23 17:36:00,21.37,Office Depot,ACC_103
T037,2023-12-23 17:44:00,198.89,Office Depot,ACC_101
T047,2023-12-24 08:36:00,195.65,Google Cloud,ACC_105
T116,2023-12-24 10:22:00,188.09,Office Depot,ACC_100
T164,2023-12-24 17:32:00,48.89,AWS,ACC_100
T149,2023-12-25 11:35:00,51.92,Uber,ACC_105
T062,2023-12-25 14:00:00,109.95,Google Cloud,ACC_101
T209,2023-12-25 14:46:00,132.39,Office Depot,ACC_100
T160,2023-12-25 15:28:00,27.05,AWS,ACC_103
T176,2023-12-25 15:47:00,181.84,Google Cloud,ACC_105
T038,2023-12-25 18:19:00,233.77,Google Cloud,ACC_102
T161,2023-12-26 10:27:00,102.65,Starbucks,ACC_102
T105,2023-12-26 11:24:00,53.66,Uber,ACC_100
T181,2023-12-26 12:43:00,54.22,Google Cloud,ACC_100
T206,2023-12-26 14:02:00,162.38,Lunch Place,ACC_105
T048,2023-12-26 14:36:00,77.44,Office Depot,ACC_105
T115,2023-12-26 15:06:00,219.54,Google Cloud,ACC_101
T117,2023-12-27 09:33:00,57.89,Lunch Place,ACC_100
T056,2023-12-27 12:15:00,40.04,Lunch Place,ACC_103
T102,2023-12-27 13:06:00,119.91,Starbucks,ACC_100
T096,2023-12-27 13:59:00,34.62,Office Depot,ACC_101
T215,2023-12-27 15:46:00,129.46,Starbucks,ACC_105
T093,2023-12-27 16:15:00,119.69,Staples,ACC_104
T136,2023-12-27 17:29:00,210.75,AWS,ACC_103
T133,2023-12-27 18:41:00,167.11,Google Cloud,ACC_102
T144,2023-12-28 08:06:00,233.27,Lunch Place,ACC_100
T187,2023-12-28 08:09:00,98.11,Starbucks,ACC_105
T029,2023-12-28 08:17:00,107.24,Starbucks,ACC_100
T126,2023-12-28 08:46:00,212.43,Office Depot,ACC_103
T103,2023-12-28 09:26:00,158.8,Starbucks,ACC_100
T156,2023-12-28 10:06:00,169.92,Uber,ACC_100
T041,2023-12-28 11:20:00,109.18,Staples,ACC_105
T166,2023-12-28 12:55:00,135.23,Office Depot,ACC_105
T024,2023-12-28 13:22:00,147.0,Staples,ACC_100
T088,2023-12-28 15:50:00,125.63,AWS,ACC_102
T076,2023-12-28 16:30:00,13.46,Staples,ACC_101
T020,2023-12-28 17:32:00,29.75,Google Cloud,ACC_101
T104,2023-12-28 17:48:00,163.8,Office Depot,ACC_103
T075,2023-12-28 18:11:00,225.59,AWS,ACC_100
T127,2023-12-28 18:50:00,184.97,AWS,ACC_103
T208,2023-12-29 09:13:00,135.84,Starbucks,ACC_101
T043,2023-12-29 14:10:00,141.26,Office Depot,ACC_102
T180,2023-12-29 16:33:00,27.17,Staples,ACC_103
T124,2023-12-29 17:35:00,43.11,Starbucks,ACC_100
T137,2023-12-29 18:09:00,127.18,Office Depot,ACC_102
T148,2023-12-29 18:19:00,173.17,AWS,ACC_104
T068,2023-12-30 11:10:00,200.23,Staples,ACC_101
T198,2023-12-30 11:18:00,141.32,AWS,ACC_103
T028,2023-12-30 16:27:00,165.1,Office Depot,ACC_103
T167,2023-12-31 08:37:00,71.52,Lunch Place,ACC_102
T174,2023-12-31 11:09:00,108.28,Staples,ACC_100
T064,2023-12-31 12:16:00,6.78,Google Cloud,ACC_101
T152,2023-12-31 13:29:00,109.62,Google Cloud,ACC_103
T146,2023-12-31 14:05:00,14.08,Staples,ACC_101
T154,2023-12-31 14:15:00,230.53,AWS,ACC_105
T073,2023-12-31 14:32:00,211.76,Starbucks,ACC_100
T034,2023-12-31 18:02:00,27.69,Lunch Place,ACC_104
T188,2023-12-31 18:10:00,6.78,AWS,ACC_104
T001,2024-01-01 09:15:00,150.0,Staples,ACC_100
T002,2024-01-01 10:30:00,45.5,Uber,ACC_101
T003,2024-01-01 11:00:00,12.0,Starbucks,ACC_102
T004,2024-01-01 14:20:00,300.0,AWS,ACC_103
T005,2024-01-02 09:00:00,150.0,Staples,ACC_100
T006,2024-01-02 10:30:00,45.5,Uber,ACC_101
T007,2024-01-03 08:15:00,999.0,Consulting_LLC,SMURF_001
T008,2024-01-03 09:20:00,999.0,Consulting_LLC,SMURF_002
T009,2024-01-03 10:10:00,999.0,Consulting_LLC,SMURF_003
T010,2024-01-03 11:45:00,999.0,Consulting_LLC,SMURF_004
T011,2024-01-03 14:30:00,999.0,Consulting_LLC,SMURF_005
T012,2024-01-04 09:15:00,999.0,Consulting_LLC,SMURF_006
T013,2024-01-04 10:20:00,999.0,Consulting_LLC,SMURF_007
T014,2024-01-04 11:10:00,999.0,Consulting_LLC,SMURF_008
T015,2024-01-04 13:45:00,999.0,Consulting_LLC,SMURF_009
T016,2024-01-04 15:30:00,999.0,Consulting_LLC,SMURF_010
